phase,priority,site_num,domain,city,image_path,dimensions,file_size_target,unique,visual_description,status,notes
"3 — Location (city-specific, one per location page)",1219,37,buenavistaleakrepairpros.com,Buena Vista,images/locations/neighborhood-31-buena-vista.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Buena Vista neighborhood 31 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1220,37,buenavistaleakrepairpros.com,Buena Vista,images/locations/neighborhood-32-buena-vista.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Buena Vista neighborhood 32 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1221,37,buenavistaleakrepairpros.com,Buena Vista,images/locations/neighborhood-33-buena-vista.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Buena Vista neighborhood 33 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1222,38,leadvilleleakrepairpros.com,Leadville,images/locations/downtown-leadville.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Downtown Leadville — main street or recognizable landmark,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1223,38,leadvilleleakrepairpros.com,Leadville,images/locations/north-leadville.jpg,800 x 500 px,< 120 KB,YES — must show actual location,North Leadville residential area,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1224,38,leadvilleleakrepairpros.com,Leadville,images/locations/south-leadville.jpg,800 x 500 px,< 120 KB,YES — must show actual location,South Leadville residential area,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1225,38,leadvilleleakrepairpros.com,Leadville,images/locations/neighborhood-04-leadville.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Leadville neighborhood 4 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1226,38,leadvilleleakrepairpros.com,Leadville,images/locations/neighborhood-05-leadville.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Leadville neighborhood 5 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1227,38,leadvilleleakrepairpros.com,Leadville,images/locations/neighborhood-06-leadville.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Leadville neighborhood 6 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1228,38,leadvilleleakrepairpros.com,Leadville,images/locations/neighborhood-07-leadville.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Leadville neighborhood 7 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1229,38,leadvilleleakrepairpros.com,Leadville,images/locations/neighborhood-08-leadville.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Leadville neighborhood 8 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1230,38,leadvilleleakrepairpros.com,Leadville,images/locations/neighborhood-09-leadville.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Leadville neighborhood 9 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1231,38,leadvilleleakrepairpros.com,Leadville,images/locations/neighborhood-10-leadville.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Leadville neighborhood 10 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1232,38,leadvilleleakrepairpros.com,Leadville,images/locations/neighborhood-11-leadville.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Leadville neighborhood 11 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1233,38,leadvilleleakrepairpros.com,Leadville,images/locations/neighborhood-12-leadville.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Leadville neighborhood 12 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1234,38,leadvilleleakrepairpros.com,Leadville,images/locations/neighborhood-13-leadville.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Leadville neighborhood 13 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1235,38,leadvilleleakrepairpros.com,Leadville,images/locations/neighborhood-14-leadville.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Leadville neighborhood 14 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1236,38,leadvilleleakrepairpros.com,Leadville,images/locations/neighborhood-15-leadville.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Leadville neighborhood 15 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1237,38,leadvilleleakrepairpros.com,Leadville,images/locations/neighborhood-16-leadville.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Leadville neighborhood 16 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1238,38,leadvilleleakrepairpros.com,Leadville,images/locations/neighborhood-17-leadville.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Leadville neighborhood 17 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1239,38,leadvilleleakrepairpros.com,Leadville,images/locations/neighborhood-18-leadville.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Leadville neighborhood 18 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1240,38,leadvilleleakrepairpros.com,Leadville,images/locations/neighborhood-19-leadville.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Leadville neighborhood 19 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1241,38,leadvilleleakrepairpros.com,Leadville,images/locations/neighborhood-20-leadville.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Leadville neighborhood 20 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1242,38,leadvilleleakrepairpros.com,Leadville,images/locations/neighborhood-21-leadville.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Leadville neighborhood 21 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1243,38,leadvilleleakrepairpros.com,Leadville,images/locations/neighborhood-22-leadville.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Leadville neighborhood 22 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1244,38,leadvilleleakrepairpros.com,Leadville,images/locations/neighborhood-23-leadville.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Leadville neighborhood 23 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1245,38,leadvilleleakrepairpros.com,Leadville,images/locations/neighborhood-24-leadville.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Leadville neighborhood 24 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1246,38,leadvilleleakrepairpros.com,Leadville,images/locations/neighborhood-25-leadville.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Leadville neighborhood 25 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1247,38,leadvilleleakrepairpros.com,Leadville,images/locations/neighborhood-26-leadville.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Leadville neighborhood 26 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
